season,team,team_abbr,player,salary,team_raw,player_raw,salary_raw
2014,oklahoma city thunder,OKC,derek fisher,1399507,"Oklahoma City Thunder . Tot $70,105,501",Derek Fisher,"$1,399,507  counts $884,293, minimum"
2014,oklahoma city thunder,OKC,reggie jackson,1329720,"Oklahoma City Thunder . Tot $70,105,501",Reggie Jackson,"$1,329,720  3rd year rookie contract (#24)"
2014,oklahoma city thunder,OKC,hasheem thabeet,1200000,"Oklahoma City Thunder . Tot $70,105,501",Hasheem Thabeet,"$1,200,000"
2014,oklahoma city thunder,OKC,andre roberson,1110840,"Oklahoma City Thunder . Tot $70,105,501",Andre Roberson,"$1,110,840  1st year rookie contract (#26)"
2014,oklahoma city thunder,OKC,perry jones,1082520,"Oklahoma City Thunder . Tot $70,105,501",Perry Jones,"$1,082,520  2nd year rookie contract (#28)"
2014,oklahoma city thunder,OKC,caron butler,386923,"Oklahoma City Thunder . Tot $70,105,501",Caron Butler,"$386,923  counts $244,48, signed 3/1"
2014,oklahoma city thunder,OKC,royal ivey,74840,"Oklahoma City Thunder . Tot $70,105,501",Royal Ivey,"$74,840  c $52,017, s 1/17, rel 1/26"
2014,oklahoma city thunder,OKC,reggie williams,55759,"Oklahoma City Thunder . Tot $70,105,501",Reggie Williams,"$55,759  c $52,017, s 10 3/28, rel 4/9"
2014,oklahoma city thunder,OKC,mustafa shakur,52017,"Oklahoma City Thunder . Tot $70,105,501",Mustafa Shakur,"$52,017  signed 3/16, released 3/26"
2014,oklahoma city thunder,OKC,grant jerrett,25951,"Oklahoma City Thunder . Tot $70,105,501",Grant Jerrett,"$25,951  signed 4/8"
2015,oklahoma city thunder,OKC,kevin durant,18995624,"Oklahoma City Thunder .. Total $79,745,156",Kevin Durant,"$18,995,624"
2015,oklahoma city thunder,OKC,russell westbrook,15719062,"Oklahoma City Thunder .. Total $79,745,156",Russell Westbrook,"$15,719,062"
2015,oklahoma city thunder,OKC,serge ibaka,12350000,"Oklahoma City Thunder .. Total $79,745,156",Serge Ibaka,"$12,350,000"
2015,oklahoma city thunder,OKC,enes kanter,6108197,"Oklahoma City Thunder .. Total $79,745,156",Enes Kanter,"$6,108,197  4th year rookie contract (#3)"
2015,oklahoma city thunder,OKC,dion waiters,4602000,"Oklahoma City Thunder .. Total $79,745,156",Dion Waiters,"$4,602,000  3rd year rookie contract (#4)"
2015,oklahoma city thunder,OKC,steve novak,3445947,"Oklahoma City Thunder .. Total $79,745,156",Steve Novak,"$3,445,947"
2015,oklahoma city thunder,OKC,anthony morrow,3200000,"Oklahoma City Thunder .. Total $79,745,156",Anthony Morrow,"$3,200,000"
2015,oklahoma city thunder,OKC,d.j. augustin,3000000,"Oklahoma City Thunder .. Total $79,745,156",D.J. Augustin,"$3,000,000"
2015,oklahoma city thunder,OKC,nick collison,2242003,"Oklahoma City Thunder .. Total $79,745,156",Nick Collison,"$2,242,003"
2015,oklahoma city thunder,OKC,jeremy lamb,2202000,"Oklahoma City Thunder .. Total $79,745,156",Jeremy Lamb,"$2,202,000  3rd year rookie contract (#12)"
2015,oklahoma city thunder,OKC,steven adams,2184960,"Oklahoma City Thunder .. Total $79,745,156",Steven Adams,"$2,184,960  2nd year rookie contract (#12)"
2015,oklahoma city thunder,OKC,mitch mcgary,1400040,"Oklahoma City Thunder .. Total $79,745,156",Mitch McGary,"$1,400,040  1st year rookie contract (#21)"
2015,oklahoma city thunder,OKC,sebastian telfair,1316809,"Oklahoma City Thunder .. Total $79,745,156",Sebastian Telfair,"$1,316,809  counts $915,243, released 11/26"
2015,oklahoma city thunder,OKC,andre roberson,1160880,"Oklahoma City Thunder .. Total $79,745,156",Andre Roberson,"$1,160,880  2nd year rookie contract (#26)"
2015,oklahoma city thunder,OKC,perry jones,1129200,"Oklahoma City Thunder .. Total $79,745,156",Perry Jones,"$1,129,200  3rd year rookie contract (#28)"
2015,oklahoma city thunder,OKC,kyle singler,1090000,"Oklahoma City Thunder .. Total $79,745,156",Kyle Singler,"$1,090,000"
2016,oklahoma city thunder,OKC,kevin durant,20158622,"Oklahoma City Thunder .. Total $93,761,012",Kevin Durant,"$20,158,622"
2016,oklahoma city thunder,OKC,russell westbrook,16744218,"Oklahoma City Thunder .. Total $93,761,012",Russell Westbrook,"$16,744,218"
2016,oklahoma city thunder,OKC,enes kanter,16407500,"Oklahoma City Thunder .. Total $93,761,012",Enes Kanter,"$16,407,500"
2016,oklahoma city thunder,OKC,serge ibaka,12250000,"Oklahoma City Thunder .. Total $93,761,012",Serge Ibaka,"$12,250,000"
2016,oklahoma city thunder,OKC,dion waiters,5138430,"Oklahoma City Thunder .. Total $93,761,012",Dion Waiters,"$5,138,430  4th year rookie contract (#4)"
2016,oklahoma city thunder,OKC,kyle singler,4500000,"Oklahoma City Thunder .. Total $93,761,012",Kyle Singler,"$4,500,000"
2016,oklahoma city thunder,OKC,nick collison,3750000,"Oklahoma City Thunder .. Total $93,761,012",Nick Collison,"$3,750,000"
2016,oklahoma city thunder,OKC,anthony morrow,3344000,"Oklahoma City Thunder .. Total $93,761,012",Anthony Morrow,"$3,344,000"
2016,oklahoma city thunder,OKC,randy foye,3135000,"Oklahoma City Thunder .. Total $93,761,012",Randy Foye,"$3,135,000"
2016,oklahoma city thunder,OKC,steven adams,2279040,"Oklahoma City Thunder .. Total $93,761,012",Steven Adams,"$2,279,040  3rd year rookie contract (#12)"
2016,oklahoma city thunder,OKC,cameron payne,2021520,"Oklahoma City Thunder .. Total $93,761,012",Cameron Payne,"$2,021,520  1st year rookie contract (#14)"
2016,oklahoma city thunder,OKC,mitch mcgary,1463040,"Oklahoma City Thunder .. Total $93,761,012",Mitch McGary,"$1,463,040  2nd year rookie contract (#21)"
2016,oklahoma city thunder,OKC,andre roberson,1210800,"Oklahoma City Thunder .. Total $93,761,012",Andre Roberson,"$1,210,800  3rd year rookie contract (#26)"
2016,oklahoma city thunder,OKC,josh huestis,1140240,"Oklahoma City Thunder .. Total $93,761,012",Josh Huestis,"$1,140,240  1st year rookie contract (#29)"
2016,oklahoma city thunder,OKC,nazr mohammed,345966,"Oklahoma City Thunder .. Total $93,761,012",Nazr Mohammed,"$345,966  min, counts $218,602, s 3/5"
1991,orlando magic,ORL,dennis scott,1560000,"Orlando Magic            Total: $7,872,000",Dennis Scott,"1,560,000"
1991,orlando magic,ORL,terry catledge,1085000,"Orlando Magic            Total: $7,872,000",Terry Catledge,"1,085,000"
1991,orlando magic,ORL,sam vincent,980000,"Orlando Magic            Total: $7,872,000",Sam Vincent,"980,000"
1991,orlando magic,ORL,nick anderson,725000,"Orlando Magic            Total: $7,872,000",Nick Anderson,"725,000"
1991,orlando magic,ORL,greg kite,480000,"Orlando Magic            Total: $7,872,000",Greg Kite,"480,000"
1991,orlando magic,ORL,jerry reynolds,450000,"Orlando Magic            Total: $7,872,000",Jerry Reynolds,"450,000"
1991,orlando magic,ORL,otis smith,450000,"Orlando Magic            Total: $7,872,000",Otis Smith,"450,000"
1991,orlando magic,ORL,mark acres,437000,"Orlando Magic            Total: $7,872,000",Mark Acres,"437,000"
1991,orlando magic,ORL,jeff turner,410000,"Orlando Magic            Total: $7,872,000",Jeff Turner,"410,000"
1991,orlando magic,ORL,scott skiles,408000,"Orlando Magic            Total: $7,872,000",Scott Skiles,"408,000"
1991,orlando magic,ORL,morlon wiley,347000,"Orlando Magic            Total: $7,872,000",Morlon Wiley,"347,000"
1991,orlando magic,ORL,michael ansley,200000,"Orlando Magic            Total: $7,872,000",Michael Ansley,"200,000"
1991,orlando magic,ORL,others,340000,"Orlando Magic            Total: $7,872,000",Others,"340,000"
1992,orlando magic,ORL,dennis scott,1980000,"Orlando Magic           Total: $12,250,000",Dennis Scott,"1,980,000"
1992,orlando magic,ORL,scott skiles,1925000,"Orlando Magic           Total: $12,250,000",Scott Skiles,"1,925,000"
1992,orlando magic,ORL,terry catledge,1386000,"Orlando Magic           Total: $12,250,000",Terry Catledge,"1,386,000"
1992,orlando magic,ORL,jerry reynolds,1300000,"Orlando Magic           Total: $12,250,000",Jerry Reynolds,"1,300,000"
1992,orlando magic,ORL,sam vincent,1260000,"Orlando Magic           Total: $12,250,000",Sam Vincent,"1,260,000"
1992,orlando magic,ORL,brian williams,777000,"Orlando Magic           Total: $12,250,000",Brian Williams,"777,000"
1992,orlando magic,ORL,nick anderson,750000,"Orlando Magic           Total: $12,250,000",Nick Anderson,"750,000"
1992,orlando magic,ORL,greg kite,700000,"Orlando Magic           Total: $12,250,000",Greg Kite,"700,000"
1992,orlando magic,ORL,stanley roberts,550000,"Orlando Magic           Total: $12,250,000",Stanley Roberts,"550,000"
1992,orlando magic,ORL,jeff turner,550000,"Orlando Magic           Total: $12,250,000",Jeff Turner,"550,000"
1992,orlando magic,ORL,mark acres,547000,"Orlando Magic           Total: $12,250,000",Mark Acres,"547,000"
1992,orlando magic,ORL,otis smith,525000,"Orlando Magic           Total: $12,250,000",Otis Smith,"525,000"
1993,orlando magic,ORL,shaquille o'neal,3000000,"Orlando Magic           Total: $14,969,000",Shaquille O'Neal,"3,000,000"
1993,orlando magic,ORL,dennis scott,2400000,"Orlando Magic           Total: $14,969,000",Dennis Scott,"2,400,000"
1993,orlando magic,ORL,scott skiles,1348000,"Orlando Magic           Total: $14,969,000",Scott Skiles,"1,348,000"
1993,orlando magic,ORL,terry catledge,1086000,"Orlando Magic           Total: $14,969,000",Terry Catledge,"1,086,000"
1993,orlando magic,ORL,brian williams,1011000,"Orlando Magic           Total: $14,969,000",Brian Williams,"1,011,000"
1993,orlando magic,ORL,jerry reynolds,910000,"Orlando Magic           Total: $14,969,000",Jerry Reynolds,"910,000"
1993,orlando magic,ORL,anthony bowie,900000,"Orlando Magic           Total: $14,969,000",Anthony Bowie,"900,000"
1993,orlando magic,ORL,lester conner,890000,"Orlando Magic           Total: $14,969,000",Lester Conner,"890,000"
1993,orlando magic,ORL,nick anderson,800000,"Orlando Magic           Total: $14,969,000",Nick Anderson,"800,000"
1993,orlando magic,ORL,greg kite,775000,"Orlando Magic           Total: $14,969,000",Greg Kite,"775,000"
1993,orlando magic,ORL,jeff turner,700000,"Orlando Magic           Total: $14,969,000",Jeff Turner,"700,000"
1993,orlando magic,ORL,steve kerr,550000,"Orlando Magic           Total: $14,969,000",Steve Kerr,"550,000"
1993,orlando magic,ORL,chris corchiani,300000,"Orlando Magic           Total: $14,969,000",Chris Corchiani,"300,000"
1993,orlando magic,ORL,litterial green,140000,"Orlando Magic           Total: $14,969,000",Litterial Green,"140,000"
1993,orlando magic,ORL,donald royal,140000,"Orlando Magic           Total: $14,969,000",Donald Royal,"140,000"
1993,orlando magic,ORL,ron grandison,15000,"Orlando Magic           Total: $14,969,000",Ron Grandison,"15,000"
1993,orlando magic,ORL,howard wright,5000,"Orlando Magic           Total: $14,969,000",Howard Wright,"5,000"
1994,orlando magic,ORL,shaquille o'neal,3900000,Orlando Magic,Shaquille O'Neal,"3,900,000"
1994,orlando magic,ORL,dennis scott,2820000,Orlando Magic,Dennis Scott,"2,820,000"
1994,orlando magic,ORL,nick anderson,2670000,Orlando Magic,Nick Anderson,"2,670,000"
1994,orlando magic,ORL,scott skiles,1722000,Orlando Magic,Scott Skiles,"1,722,000"
1994,orlando magic,ORL,terry catledge,1386000,Orlando Magic,Terry Catledge,"1,386,000"
1994,orlando magic,ORL,jerry reynolds,1288000,Orlando Magic,Jerry Reynolds,"1,288,000"
1994,orlando magic,ORL,anfernee hardaway,1244000,Orlando Magic,Anfernee Hardaway,"1,244,000"
1994,orlando magic,ORL,greg kite,985000,Orlando Magic,Greg Kite,"985,000"
1994,orlando magic,ORL,anthony bowie,900000,Orlando Magic,Anthony Bowie,"900,000"
1994,orlando magic,ORL,donald royal,890000,Orlando Magic,Donald Royal,"890,000"
1994,orlando magic,ORL,anthony avent,650000,Orlando Magic,Anthony Avent,"650,000"
1994,orlando magic,ORL,larry krystkowiak,644000,Orlando Magic,Larry Krystkowiak,"644,000"
1994,orlando magic,ORL,todd lichti,565000,Orlando Magic,Todd Lichti,"565,000"
1994,orlando magic,ORL,litterial green,250000,Orlando Magic,Litterial Green,"250,000"
1994,orlando magic,ORL,lester conner,25000,Orlando Magic,Lester Conner,"25,000"
1995,orlando magic,ORL,shaquille o'neal,4800000,"Orlando Magic .............. 29,069,916  [paper lists (rounded) 29,060,000]",Shaquille O'Neal (C),"4,800,000"
1995,orlando magic,ORL,anfernee hardaway,4305000,"Orlando Magic .............. 29,069,916  [paper lists (rounded) 29,060,000]",Anfernee Hardaway (G),"4,305,000"
1995,orlando magic,ORL,dennis scott,3240000,"Orlando Magic .............. 29,069,916  [paper lists (rounded) 29,060,000]",Dennis Scott (F),"3,240,000"
1995,orlando magic,ORL,nick anderson,3090000,"Orlando Magic .............. 29,069,916  [paper lists (rounded) 29,060,000]",Nick Anderson (G),"3,090,000"
1995,orlando magic,ORL,horace grant,2125000,"Orlando Magic .............. 29,069,916  [paper lists (rounded) 29,060,000]",Horace Grant (F),"2,125,000"
1995,orlando magic,ORL,terry catledge,1685700,"Orlando Magic .............. 29,069,916  [paper lists (rounded) 29,060,000]",Terry Catledge (F),"1,685,700"
1995,orlando magic,ORL,jerry reynolds,1667500,"Orlando Magic .............. 29,069,916  [paper lists (rounded) 29,060,000]",Jerry Reynolds (F),"1,667,500"
1995,orlando magic,ORL,greg kite,1195000,"Orlando Magic .............. 29,069,916  [paper lists (rounded) 29,060,000]",Greg Kite (C),"1,195,000"
1995,orlando magic,ORL,jeff turner,1100000,"Orlando Magic .............. 29,069,916  [paper lists (rounded) 29,060,000]",Jeff Turner (F),"1,100,000"
1995,orlando magic,ORL,donald royal,1000000,"Orlando Magic .............. 29,069,916  [paper lists (rounded) 29,060,000]",Donald Royal (F),"1,000,000"
1995,orlando magic,ORL,anthony bowie,900000,"Orlando Magic .............. 29,069,916  [paper lists (rounded) 29,060,000]",Anthony Bowie (G),"900,000"
1995,orlando magic,ORL,anthony avent,800000,"Orlando Magic .............. 29,069,916  [paper lists (rounded) 29,060,000]",Anthony Avent (F),"800,000"
1995,orlando magic,ORL,tree rollins,735000,"Orlando Magic .............. 29,069,916  [paper lists (rounded) 29,060,000]",Tree Rollins (C),"735,000"
1995,orlando magic,ORL,brian shaw,692900,"Orlando Magic .............. 29,069,916  [paper lists (rounded) 29,060,000]",Brian Shaw (G),"692,900"
1995,orlando magic,ORL,brooks thompson,650000,"Orlando Magic .............. 29,069,916  [paper lists (rounded) 29,060,000]",Brooks Thompson (G),"650,000"
1995,orlando magic,ORL,geert hammink,250000,"Orlando Magic .............. 29,069,916  [paper lists (rounded) 29,060,000]",Geert Hammink (F-C),"250,000"
1995,orlando magic,ORL,larry krystkowiak,210000,"Orlando Magic .............. 29,069,916  [paper lists (rounded) 29,060,000]",Larry Krystkowiak (F),"210,000"
1995,orlando magic,ORL,todd lichti,200000,"Orlando Magic .............. 29,069,916  [paper lists (rounded) 29,060,000]",Todd Lichti (G),"200,000"
1995,orlando magic,ORL,greg grant,150000,"Orlando Magic .............. 29,069,916  [paper lists (rounded) 29,060,000]",Greg Grant (G),"150,000"
1995,orlando magic,ORL,rodney dent,150000,"Orlando Magic .............. 29,069,916  [paper lists (rounded) 29,060,000]",Rodney Dent (F),"150,000"
1995,orlando magic,ORL,mike iuzzolino,97500,"Orlando Magic .............. 29,069,916  [paper lists (rounded) 29,060,000]",Mike Iuzzolino (G),"97,500"
1995,orlando magic,ORL,keith tower,26316,"Orlando Magic .............. 29,069,916  [paper lists (rounded) 29,060,000]",Keith Tower (F-C),"26,316"
1996,orlando magic,ORL,shaquille o'neal,5700000,"Orlando Magic .......... $36,526,560",Shaquille O'Neal,"$5,700,000"
1996,orlando magic,ORL,anfernee hardaway,5230000,"Orlando Magic .......... $36,526,560",Anfernee Hardaway,"5,230,000"
1996,orlando magic,ORL,brian shaw,4250000,"Orlando Magic .......... $36,526,560",Brian Shaw,"4,250,000"
1996,orlando magic,ORL,nick anderson,3200000,"Orlando Magic .......... $36,526,560",Nick Anderson,"3,200,000"
1996,orlando magic,ORL,dennis scott,3150000,"Orlando Magic .......... $36,526,560",Dennis Scott,"3,150,000"
1996,orlando magic,ORL,horace grant,2763000,"Orlando Magic .......... $36,526,560",Horace Grant,"2,763,000"
1996,orlando magic,ORL,terry catledge,1976000,"Orlando Magic .......... $36,526,560",Terry Catledge,"1,976,000  (released)"
1996,orlando magic,ORL,donald royal,1500000,"Orlando Magic .......... $36,526,560",Donald Royal,"1,500,000"
1996,orlando magic,ORL,tree rollins,1470000,"Orlando Magic .......... $36,526,560",Tree Rollins,"1,470,000  (released)"
1996,orlando magic,ORL,jeff turner,1300000,"Orlando Magic .......... $36,526,560",Jeff Turner,"1,300,000"
1996,orlando magic,ORL,jon koncak,1000000,"Orlando Magic .......... $36,526,560",Jon Koncak,"1,000,000"
1996,orlando magic,ORL,jerry reynolds,961000,"Orlando Magic .......... $36,526,560",Jerry Reynolds,"961,000  (released)"
1996,orlando magic,ORL,brooks thompson,825000,"Orlando Magic .......... $36,526,560",Brooks Thompson,"825,000"
1996,orlando magic,ORL,larry stewart,800000,"Orlando Magic .......... $36,526,560",Larry Stewart,"800,000  (released)"
1996,orlando magic,ORL,greg kite,550000,"Orlando Magic .......... $36,526,560",Greg Kite,"550,000  (released)"
1996,orlando magic,ORL,david vaughn,534000,"Orlando Magic .......... $36,526,560",David Vaughn,"534,000"
1996,orlando magic,ORL,anthony bowie,370000,"Orlando Magic .......... $36,526,560",Anthony Bowie,"370,000"
1996,orlando magic,ORL,darrell armstrong,350000,"Orlando Magic .......... $36,526,560",Darrell Armstrong,"350,000"
1996,orlando magic,ORL,kevin pritchard,275000,"Orlando Magic .......... $36,526,560",Kevin Pritchard,"275,000  (released)"
1996,orlando magic,ORL,joe wolf,225000,"Orlando Magic .......... $36,526,560",Joe Wolf,"225,000"
1996,orlando magic,ORL,geert hammink,97560,"Orlando Magic .......... $36,526,560",Geert Hammink,"97,560  (released)"
1997,orlando magic,ORL,horace grant,14857000,Orlando Magic ($45.05 million),Horace Grant,"$14,857,000"
1997,orlando magic,ORL,anfernee hardaway,6655000,Orlando Magic ($45.05 million),Anfernee Hardaway,"6,655,000"
1997,orlando magic,ORL,brian shaw,4000000,Orlando Magic ($45.05 million),Brian Shaw,"4,000,000"
1997,orlando magic,ORL,nick anderson,3790000,Orlando Magic ($45.05 million),Nick Anderson,"3,790,000"
1997,orlando magic,ORL,rony seikaly,3752000,Orlando Magic ($45.05 million),Rony Seikaly,"3,752,000"
1997,orlando magic,ORL,dennis scott,3000000,Orlando Magic ($45.05 million),Dennis Scott,"3,000,000"
1997,orlando magic,ORL,clifford rozier,1040000,Orlando Magic ($45.05 million),Clifford Rozier,"1,040,000  (released 12/5)"
1997,orlando magic,ORL,david vaughn,614000,Orlando Magic ($45.05 million),David Vaughn,"614,000"
1997,orlando magic,ORL,danny schayes,575000,Orlando Magic ($45.05 million),Danny Schayes,"575,000  (USA Today lists $247,500)"
1997,orlando magic,ORL,brian evans,551000,Orlando Magic ($45.05 million),Brian Evans,"551,000"
1997,orlando magic,ORL,darrell armstrong,410000,Orlando Magic ($45.05 million),Darrell Armstrong,"410,000"
1997,orlando magic,ORL,derek strong,247500,Orlando Magic ($45.05 million),Derek Strong,"247,500"
1997,orlando magic,ORL,gerald wilkins,247500,Orlando Magic ($45.05 million),Gerald Wilkins,"247,500"
1997,orlando magic,ORL,amal mccaskill,220000,Orlando Magic ($45.05 million),Amal McCaskill,"220,000"
1997,orlando magic,ORL,kenny smith,190100,Orlando Magic ($45.05 million),Kenny Smith,"190,100  (signed 12/18)"
1998,orlando magic,ORL,horace grant,14285714,"Orlando Magic   ($43,954,299)",Horace Grant,"$14,285,714"
1998,orlando magic,ORL,anfernee hardaway,7580000,"Orlando Magic   ($43,954,299)",Anfernee Hardaway,"7,580,000"
1998,orlando magic,ORL,mark price,4090920,"Orlando Magic   ($43,954,299)",Mark Price,"4,090,920"
1998,orlando magic,ORL,rony seikaly,4002000,"Orlando Magic   ($43,954,299)",Rony Seikaly,"4,002,000"
1998,orlando magic,ORL,nick anderson,4000000,"Orlando Magic   ($43,954,299)",Nick Anderson,"4,000,000"
1998,orlando magic,ORL,derek harper,1560000,"Orlando Magic   ($43,954,299)",Derek Harper,"1,560,000"
1998,orlando magic,ORL,ed o'bannon,1472640,"Orlando Magic   ($43,954,299)",Ed O'Bannon,"1,472,640   [released]"
1998,orlando magic,ORL,tree rollins,1470000,"Orlando Magic   ($43,954,299)",Tree Rollins,"1,470,000   [???]"
1998,orlando magic,ORL,charles outlaw,1000000,"Orlando Magic   ($43,954,299)",Charles Outlaw,"1,000,000"
1998,orlando magic,ORL,johnny taylor,901880,"Orlando Magic   ($43,954,299)",Johnny Taylor,"901,880"
1998,orlando magic,ORL,clifford rozier,750000,"Orlando Magic   ($43,954,299)",Clifford Rozier,"750,000   [released]"
1998,orlando magic,ORL,danny schayes,690000,"Orlando Magic   ($43,954,299)",Danny Schayes,"690,000"
1998,orlando magic,ORL,brian evans,607545,"Orlando Magic   ($43,954,299)",Brian Evans,"607,545"
1998,orlando magic,ORL,darrell armstrong,350000,"Orlando Magic   ($43,954,299)",Darrell Armstrong,"350,000"
1998,orlando magic,ORL,derek strong,326700,"Orlando Magic   ($43,954,299)",Derek Strong,"326,700"
1998,orlando magic,ORL,gerald wilkins,326700,"Orlando Magic   ($43,954,299)",Gerald Wilkins,"326,700"
1998,orlando magic,ORL,tim kempton,272250,"Orlando Magic   ($43,954,299)",Tim Kempton,"272,250"
1998,orlando magic,ORL,jason lawson,242250,"Orlando Magic   ($43,954,299)",Jason Lawson,"242,250"
1998,orlando magic,ORL,amal mccaskill,20700,"Orlando Magic   ($43,954,299)",Amal McCaskill,"20,700   [released]"
1998,orlando magic,ORL,rick brunson,5000,"Orlando Magic   ($43,954,299)",Rick Brunson,"5,000   [released]"
1999,orlando magic,ORL,anfernee hardaway,8505000,"Orlando Magic   [$41,100,000  ($25,059,000)]",Anfernee Hardaway,"$8,505,000  ($5,186,000)"
1999,orlando magic,ORL,horace grant,7843000,"Orlando Magic   [$41,100,000  ($25,059,000)]",Horace Grant,"7,843,000  ($4,782,000)"
1999,orlando magic,ORL,mark price,5488000,"Orlando Magic   [$41,100,000  ($25,059,000)]",Mark Price,"5,488,000  ($3.347,000)  [bought out]"
1999,orlando magic,ORL,isaac austin,5000000,"Orlando Magic   [$41,100,000  ($25,059,000)]",Isaac Austin,"5,000,000* ($3,049,000)"
1999,orlando magic,ORL,nick anderson,3200000,"Orlando Magic   [$41,100,000  ($25,059,000)]",Nick Anderson,"3,200,000  ($1,951,000)"
1999,orlando magic,ORL,derek strong,3000000,"Orlando Magic   [$41,100,000  ($25,059,000)]",Derek Strong,"3,000,000* ($1,829,100)"
1999,orlando magic,ORL,darrell armstrong,2900000,"Orlando Magic   [$41,100,000  ($25,059,000)]",Darrell Armstrong,"2,900,000* ($1,768,000)"
1999,orlando magic,ORL,gerald wilkins,2000000,"Orlando Magic   [$41,100,000  ($25,059,000)]",Gerald Wilkins,"2,000,000* ($1,219,400)"
1999,orlando magic,ORL,yinka dare,1657000,"Orlando Magic   [$41,100,000  ($25,059,000)]",Yinka Dare,"1,657,000  ($1,010,000)  [released]"
1999,orlando magic,ORL,bo outlaw,1150000,"Orlando Magic   [$41,100,000  ($25,059,000)]",Bo Outlaw,"1,150,000  ($701,219)"
1999,orlando magic,ORL,michael doleac,1050000,"Orlando Magic   [$41,100,000  ($25,059,000)]",Michael Doleac,"1,050,000* ($640,000)"
1999,orlando magic,ORL,danny schayes,1000000,"Orlando Magic   [$41,100,000  ($25,059,000)]",Danny Schayes,"1,000,000* ($609,700)"
1999,orlando magic,ORL,dominique wilkins,1000000,"Orlando Magic   [$41,100,000  ($25,059,000)]",Dominique Wilkins,"1,000,000* ($609,700)"
1999,orlando magic,ORL,matt harpring,900000,"Orlando Magic   [$41,100,000  ($25,059,000)]",Matt Harpring,"900,000* ($549,000)"
1999,orlando magic,ORL,b.j. armstrong,850000,"Orlando Magic   [$41,100,000  ($25,059,000)]",B.J. Armstrong,"850,000* ($518,245)"
1999,orlando magic,ORL,miles simon,287500,"Orlando Magic   [$41,100,000  ($25,059,000)]",Miles Simon,"287,500* ($175,289)"
1999,orlando magic,ORL,jonathan kerner,287500,"Orlando Magic   [$41,100,000  ($25,059,000)]",Jonathan Kerner,"287,500* ($175,289)"
2000,orlando magic,ORL,darrell armstrong,4125000,"Orlando Magic            Total $41,586,801  [adjusted from listing]",Darrell Armstrong,"4,125,000"
2000,orlando magic,ORL,armon gilliam,3707200,"Orlando Magic            Total $41,586,801  [adjusted from listing]",Armon Gilliam,"3,707,200  [released 11/99]"
2000,orlando magic,ORL,derek strong,3159000,"Orlando Magic            Total $41,586,801  [adjusted from listing]",Derek Strong,"3,159,000"
2000,orlando magic,ORL,chauncey billups,3100080,"Orlando Magic            Total $41,586,801  [adjusted from listing]",Chauncey Billups,"3,100,080"
2000,orlando magic,ORL,gerald wilkins,3000000,"Orlando Magic            Total $41,586,801  [adjusted from listing]",Gerald Wilkins,"3,000,000  [released 6/99]"
2000,orlando magic,ORL,ron mercer,2298840,"Orlando Magic            Total $41,586,801  [adjusted from listing]",Ron Mercer,"2,298,840"
2000,orlando magic,ORL,bo outlaw,2000000,"Orlando Magic            Total $41,586,801  [adjusted from listing]",Bo Outlaw,"2,000,000"
2000,orlando magic,ORL,terry davis,1925000,"Orlando Magic            Total $41,586,801  [adjusted from listing]",Terry Davis,"1,925,000  [released 10/99]"
2000,orlando magic,ORL,yinka dare,1893500,"Orlando Magic            Total $41,586,801  [adjusted from listing]",Yinka Dare,"1,893,500  [released 2/98]"
2000,orlando magic,ORL,michael smith,1660000,"Orlando Magic            Total $41,586,801  [adjusted from listing]",Michael Smith,"1,660,000  [released 10/99]"
2000,orlando magic,ORL,michael doleac,1357320,"Orlando Magic            Total $41,586,801  [adjusted from listing]",Michael Doleac,"1,357,320"
2000,orlando magic,ORL,corey maggette,1259400,"Orlando Magic            Total $41,586,801  [adjusted from listing]",Corey Maggette,"1,259,400"
2000,orlando magic,ORL,harvey grant,1200000,"Orlando Magic            Total $41,586,801  [adjusted from listing]",Harvey Grant,"1,200,000  [released 10/99]"
2000,orlando magic,ORL,johnny taylor,1172400,"Orlando Magic            Total $41,586,801  [adjusted from listing]",Johnny Taylor,"1,172,400"
2000,orlando magic,ORL,matt harpring,1163760,"Orlando Magic            Total $41,586,801  [adjusted from listing]",Matt Harpring,"1,163,760"
2000,orlando magic,ORL,tim legler,1119000,"Orlando Magic            Total $41,586,801  [adjusted from listing]",Tim Legler,"1,119,000  [released 9/99]"
2000,orlando magic,ORL,anthony johnson,1100000,"Orlando Magic            Total $41,586,801  [adjusted from listing]",Anthony Johnson,"1,100,000"
2000,orlando magic,ORL,anthony parker,980280,"Orlando Magic            Total $41,586,801  [adjusted from listing]",Anthony Parker,"980,280  [released 1/00]"
2000,orlando magic,ORL,pat garrity,952800,"Orlando Magic            Total $41,586,801  [adjusted from listing]",Pat Garrity,"952,800"
2000,orlando magic,ORL,ben wallace,893750,"Orlando Magic            Total $41,586,801  [adjusted from listing]",Ben Wallace,"893,750"
2000,orlando magic,ORL,rodrick rhodes,600000,"Orlando Magic            Total $41,586,801  [adjusted from listing]",Rodrick Rhodes,"600,000  [released 10/99]"
2000,orlando magic,ORL,monty williams,510000,"Orlando Magic            Total $41,586,801  [adjusted from listing]",Monty Williams,"510,000  [minimum $572,500]"
2000,orlando magic,ORL,jeff mcinnis,460000,"Orlando Magic            Total $41,586,801  [adjusted from listing]",Jeff McInnis,"460,000  [released 10/99]"
2000,orlando magic,ORL,john amaechi,385000,"Orlando Magic            Total $41,586,801  [adjusted from listing]",John Amaechi,"385,000"
